date,cityid,case_rate,death_rate,new_case_rate,new_death_rate
2020-04-10,19,64.5,1.15,4.4,.0298
2020-04-10,20,116,2.67,6.75,.274
2020-04-10,21,90.7,1.47,4.86,.0972
2020-04-10,22,30,0.238,2.96,.034
2020-04-10,23,116,2.86,9.05,.313
2020-04-10,24,39,2.09,2.5,.246
2020-04-10,25,564,9.08,41.8,.889
2020-04-10,26,51.8,2.13,3.15,.125
2020-04-10,27,64.6,5.09,4.58,.503
2020-04-10,28,153,5.78,7.8,.55
2020-04-10,29,235,5.38,18.3,.466
2020-04-10,30,176,1.87,8.56,.144
2020-04-10,31,167,8.14,9.37,.74
2020-04-10,32,59.9,1.91,4.31,.126
2020-04-10,33,51.8,1.91,3.59,.123
2020-04-10,34,19.1,0.5,1.3,.0572
2020-04-10,35,42,1.55,2.42,.129
2020-04-10,36,133,4.7,6.81,.322
2020-04-10,37,40.3,1.14,2.64,.142
2020-04-10,38,232,3.09,15.4,.31
2020-04-10,39,35.2,0,1.71,0
2020-04-10,40,41.3,1.23,2.45,.15
2020-04-10,41,45.8,1.2,2.58,.0684
2020-04-10,42,32.8,2.13,1.95,.203
2020-04-10,43,45.9,0.815,2.07,.0679
2020-04-10,44,1388,57.7,71,2.82
2020-04-10,45,33.3,0.388,2.41,.0277
2020-04-10,46,85.2,1.78,3.15,.104
2020-04-10,47,40.3,0.333,2.6,.0159
2020-04-10,48,35.2,0.513,1.55,.044
2020-04-10,49,107,1.25,4.89,.089
2020-04-10,50,87.1,0.603,5.79,.0739
2020-04-10,51,49.8,0.222,3.05,0
2020-04-10,52,76.3,4.58,3.49,.297
2020-04-10,53,48.2,2.46,3.05,.175
2020-04-11,1,88.4,2.64,5.12,.211
2020-04-11,2,1210,105,62.7,9.45
2020-04-11,3,261,8.8,16.6,.793
2020-04-11,4,75.6,0.87,6.9,.0727
2020-04-11,5,42.2,1.05,2.29,.0605
2020-04-11,6,52.8,1.35,2.36,.116
2020-04-11,7,62.5,1.02,3.43,.0488
2020-04-11,8,99.6,4.24,5.29,.347
2020-04-11,9,189,12.7,8.65,.52
2020-04-11,10,33.5,0.999,2.19,.0815
2020-04-11,11,36.1,1.2,2.34,.0927
2020-04-11,12,81.2,2.7,3.1,.0889
2020-04-11,13,626,37.3,34.2,3.27
2020-04-11,14,380,8.21,30.8,.956
2020-04-11,15,67.9,1.06,3.66,.0868
2020-04-11,16,54.2,0.706,2.92,.0336
2020-04-11,17,84.2,1.08,3.86,.103
2020-04-11,18,286,13.6,17.5,1.41
2020-04-11,19,66.7,1.36,3.76,.0597
2020-04-11,20,122,2.77,6.72,.244
2020-04-11,21,97.6,1.47,5.36,.081
2020-04-11,22,32.1,0.238,2.94,.034
2020-04-11,23,127,3.71,9.94,.385
2020-04-11,24,42.2,2.21,2.36,.211
2020-04-11,25,613,10.1,44.4,.942
2020-04-11,26,53.3,2.38,3.03,.161
2020-04-11,27,64.6,5.22,3.74,.522
2020-04-11,28,163,6.33,8.11,.629
2020-04-11,29,252,6.66,17.7,.526
2020-04-11,30,181,1.87,8.23,.144
2020-04-11,31,175,8.99,8.82,.846
2020-04-11,32,62.1,1.91,4.14,.126
2020-04-11,33,56.4,2.77,3.61,.232
2020-04-11,34,20.1,0.5,1.4,.0572
2020-04-11,35,45,1.68,2.65,.129
2020-04-11,36,136,4.7,6.54,.322
2020-04-11,37,42.4,1.14,2.56,.142
2020-04-11,38,249,3.42,15.1,.326
2020-04-11,39,38.1,0,1.81,0
2020-04-11,40,42.7,1.23,2.4,.1
2020-04-11,41,49.5,1.26,3.1,.0769
2020-04-11,42,36.7,2.37,2.39,.237
2020-04-11,43,47.4,1.02,1.95,.0971
2020-04-11,44,1419,59.5,57.5,2.89
2020-04-11,45,37,0.388,2.6,.0277
2020-04-11,46,90.1,1.78,3.84,.104
2020-04-11,47,41,0.333,2.6,.0159
2020-04-11,48,35.7,0.513,1.2,.044
2020-04-11,49,108,1.25,4.03,.089
2020-04-11,50,92.3,0.603,5.18,.0739
2020-04-11,51,52.4,0.222,2.41,0
2020-04-11,52,80.2,4.86,3.41,.258
2020-04-11,53,49.6,2.46,2.24,.175
2020-04-12,1,91.6,2.95,4.63,.233
2020-04-12,2,1271,113,63.8,9.94
2020-04-12,3,283,9.42,18.1,.829
2020-04-12,4,77,0.934,6.77,.0727
2020-04-12,5,43.7,1.07,2.02,.0541
2020-04-12,6,54,1.35,2.05,.111
2020-04-12,7,65.4,1.18,3.31,.0705
2020-04-12,8,103,4.41,5.07,.372
2020-04-12,9,197,13.1,7.98,.533
2020-04-12,10,38.3,1.19,2.73,.0951
2020-04-12,11,36.6,1.35,2.23,.114
2020-04-12,12,84.1,2.8,3.07,.104
2020-04-12,13,638,40.2,29.8,3.36
2020-04-12,14,401,8.08,29,.902
2020-04-12,15,71.6,1.06,3.75,.0651
2020-04-12,16,60.8,0.706,3.52,.0336
2020-04-12,17,85.9,1.08,3.73,.0772
2020-04-12,18,301,14.2,16.8,1.42
2020-04-12,19,69.7,1.36,3.8,.0597
2020-04-12,20,130,2.77,7.04,.229
2020-04-12,21,99.3,1.59,4.93,.0972
2020-04-12,22,32.1,0.238,2.77,.034
2020-04-12,23,137,4.04,10.1,.409
2020-04-12,24,46,2.34,2.48,.211
2020-04-12,25,667,10.9,48,1.05
2020-04-12,26,54.5,2.38,3.05,.161
2020-04-12,27,65.6,5.35,3.71,.54
2020-04-12,28,171,6.33,8.29,.589
2020-04-12,29,266,7.08,17.8,.567
2020-04-12,30,194,1.87,8.73,.144
2020-04-12,31,181,9.31,8.49,.74
2020-04-12,32,64.8,2.36,4.08,.189
2020-04-12,33,59.4,2.77,3.41,.232
2020-04-12,34,20.1,0.5,1.33,.0572
2020-04-12,35,45.6,1.68,2.45,.092
2020-04-12,36,141,4.7,7.05,.295
2020-04-12,37,43.8,1.14,2.7,.142
2020-04-12,38,260,3.57,15.3,.347
2020-04-12,39,42.3,0,2.13,0
2020-04-12,40,44.8,1.23,2.45,.1
2020-04-12,41,51.7,1.38,2.37,.094
2020-04-12,42,44,2.69,3.27,.26
2020-04-12,43,51.6,1.09,2.16,.107
2020-04-12,44,1435,60.2,56.2,2.71
2020-04-12,45,37.6,0.388,2.38,.0277
2020-04-12,46,93.3,1.86,3.77,.104
2020-04-12,47,44,0.333,2.71,.0159
2020-04-12,48,35.9,0.616,1.01,.0586
2020-04-12,49,108,1.25,3.53,.089
2020-04-12,50,97,0.603,4.74,.0739
2020-04-12,51,54,0.222,2.32,0
2020-04-12,52,85.1,5.14,3.53,.238
2020-04-12,53,51,2.76,2.02,.219
2020-04-13,1,93.8,3.19,4.35,.246
2020-04-13,2,1316,121,62,8.98
2020-04-13,3,300,10.5,18.7,.926
2020-04-13,4,79.5,0.976,5.87,.0727
2020-04-13,5,45,1.16,1.87,.0669
2020-04-13,6,55.3,1.41,1.9,.12
2020-04-13,7,67.8,1.21,3.43,.0759
2020-04-13,8,108,4.46,5.27,.378
2020-04-13,9,202,13.2,7.72,.469
2020-04-13,10,41.7,1.19,2.88,.0815
2020-04-13,11,39.1,1.35,2.25,.107
2020-04-13,12,86.4,3.16,3.28,.156
2020-04-13,13,666,43.4,27.6,3.38
2020-04-13,14,430,8.02,28.8,.893
2020-04-13,15,76.9,1.14,3.99,.0651
2020-04-13,16,67.2,0.863,3.97,.0561
2020-04-13,17,87.4,1.08,3.05,.0643
2020-04-13,18,314,14.4,15.8,1.39
2020-04-13,19,72.1,1.36,3.18,.0597
2020-04-13,20,142,2.77,8.61,.198
2020-04-13,21,109,1.7,6.06,.0972
2020-04-13,22,35.7,0.238,2.98,.034
2020-04-13,23,147,4.38,10.5,.433
2020-04-13,24,49,2.34,2.72,.211
2020-04-13,25,694,13.2,47.1,1.3
2020-04-13,26,57.1,2.38,3.15,.143
2020-04-13,27,69.3,6,4.06,.484
2020-04-13,28,185,7.01,9.8,.707
2020-04-13,29,277,7.37,17.4,.567
2020-04-13,30,200,2.3,7.22,.185
2020-04-13,31,184,9.94,7.36,.74
2020-04-13,32,67,2.36,4.06,.189
2020-04-13,33,63.8,2.77,3.45,.218
2020-04-13,34,22.2,0.5,1.4,.0429
2020-04-13,35,47.6,1.74,2.56,.0828
2020-04-13,36,154,4.89,7.81,.269
2020-04-13,37,46.8,1.14,2.38,.142
2020-04-13,38,274,4.01,14.7,.358
2020-04-13,39,42.8,0,2.08,0
2020-04-13,40,45.7,1.23,2.2,.075
2020-04-13,41,54.3,1.38,2.55,.0855
2020-04-13,42,44,2.69,3.13,.226
2020-04-13,43,55.2,1.09,2.31,.107
2020-04-13,44,1448,62.5,39.8,2.67
2020-04-13,45,38.8,0.388,2.1,.0277
2020-04-13,46,96.9,1.94,3.77,.104
2020-04-13,47,50.4,0.333,3.3,.0159
2020-04-13,48,36.1,0.616,.88,.0293
2020-04-13,49,112,1.87,3.56,.178
2020-04-13,50,99.7,0.603,5.12,.0739
2020-04-13,51,55.8,0.222,2.32,0
2020-04-13,52,89,5.41,3.97,.218
2020-04-13,53,51.7,2.76,1.93,.219
2020-04-14,1,100,3.59,4.46,.272
2020-04-14,2,1363,130,60.2,8.96
2020-04-14,3,317,11.2,18.9,.91
2020-04-14,4,82.9,1.1,5.34,.0879
2020-04-14,5,45.8,1.2,1.79,.0605
2020-04-14,6,57.8,1.59,2.04,.0941
2020-04-14,7,71.2,1.59,3.34,.125
2020-04-14,8,111,4.68,4.88,.328
2020-04-14,9,205,13.5,7.19,.463
2020-04-14,10,44.2,1.38,3.24,.0747
2020-04-14,11,40.2,1.65,2.07,.107
2020-04-14,12,86.4,3.16,2.82,.126
2020-04-14,13,698,46.9,25.8,3.41
2020-04-14,14,450,13,28.1,1.33
2020-04-14,15,80,1.37,3.8,.0651
2020-04-14,16,70.6,1.1,4.46,.0897
2020-04-14,17,89.4,1.35,2.35,.0901
2020-04-14,18,319,16.5,13.8,1.56
2020-04-14,19,75,1.46,2.94,.0597
2020-04-14,20,145,2.77,7.84,.122
2020-04-14,21,112,1.7,5.96,.0972
2020-04-14,22,41.2,0.477,3.29,.0681
2020-04-14,23,162,4.89,12.1,.481
2020-04-14,24,51.7,2.46,2.85,.228
2020-04-14,25,730,14.9,46.7,1.39
2020-04-14,26,59.4,2.38,3.06,.143
2020-04-14,27,74.7,6.39,3.19,.41
2020-04-14,28,193,7.7,10.2,.491
2020-04-14,29,292,9.49,17.1,.87
2020-04-14,30,210,2.59,7.86,.185
2020-04-14,31,190,10.7,7.13,.785
2020-04-14,32,68.3,2.5,3.3,.189
2020-04-14,33,65.4,3.06,3.68,.259
2020-04-14,34,22.2,0.5,1.09,.0286
2020-04-14,35,52.6,1.8,2.69,.0644
2020-04-14,36,170,5.64,8.42,.282
2020-04-14,37,49.2,1.71,2.58,.102
2020-04-14,38,284,5.26,13.6,.505
2020-04-14,39,45.1,0,2.12,0
2020-04-14,40,47.1,1.4,2,.075
2020-04-14,41,54.3,1.38,2.16,.0684
2020-04-14,42,46.5,3.16,3.14,.271
2020-04-14,43,55.6,1.22,2.05,.107
2020-04-14,44,1466,70.7,28.4,3.33
2020-04-14,45,39.7,0.581,1.97,.0554
2020-04-14,46,100,2.67,3.79,.162
2020-04-14,47,58.2,0.333,4.08,.0159
2020-04-14,48,36.7,0.616,.674,.0293
2020-04-14,49,116,1.87,3.53,.178
2020-04-14,50,102,0.603,4.68,.0739
2020-04-14,51,56,1.11,1.65,.127
2020-04-14,52,90.5,5.69,3.87,.258
2020-04-14,53,54.9,2.92,1.86,.11
2020-04-15,1,105,4,4.22,.29
2020-04-15,2,1459,139,65.1,8.78
2020-04-15,3,336,12.2,18.8,.882
2020-04-15,4,86.9,1.23,5.32,.0818
2020-04-15,5,47.8,1.34,1.87,.0733
2020-04-15,6,60.3,1.8,2.06,.103
2020-04-15,7,75.4,1.63,3.59,.125
2020-04-15,8,113,5.07,4.29,.315
2020-04-15,9,209,13.9,6.4,.431
2020-04-15,10,47.1,1.43,2.73,.0747
2020-04-15,11,45,1.85,2.76,.135
2020-04-15,12,93,3.42,3.06,.141
2020-04-15,13,718,50.6,24,3.59
2020-04-15,14,470,14,26.9,1.23
2020-04-15,15,83.7,1.44,3.7,.0759
2020-04-15,16,70.6,1.1,3.41,.0785
2020-04-15,17,91.4,1.71,2.38,.116
2020-04-15,18,334,18.1,13.7,1.6
2020-04-15,19,77.9,1.46,2.82,.0597
2020-04-15,20,153,3.31,7.93,.152
2020-04-15,21,115,1.93,5.46,.113
2020-04-15,22,41.2,0.477,3.29,.0681
2020-04-15,23,179,4.55,11.8,.409
2020-04-15,24,52.9,2.71,2.53,.211
2020-04-15,25,781,18.3,47.6,1.72
2020-04-15,26,60.6,2.76,2.97,.125
2020-04-15,27,75.9,6.91,3.35,.484
2020-04-15,28,202,8.39,10.6,.55
2020-04-15,29,311,10.2,15.3,.911
2020-04-15,30,215,2.59,7.24,.103
2020-04-15,31,198,11.1,6.84,.695
2020-04-15,32,70.2,2.5,3.2,.126
2020-04-15,33,66.8,3.25,3.22,.246
2020-04-15,34,26.5,0.701,1.56,.0572
2020-04-15,35,55,2.06,2.52,.092
2020-04-15,36,179,5.92,8.61,.282
2020-04-15,37,52.8,1.71,2.48,.102
2020-04-15,38,297,5.7,13.7,.552
2020-04-15,39,45.9,0.0899,1.89,.0128
2020-04-15,40,47.8,1.4,1.85,.075
2020-04-15,41,58.8,2.15,2.46,.171
2020-04-15,42,51.4,3.63,3.46,.316
2020-04-15,43,59.1,1.22,2.32,.107
2020-04-15,44,1479,73.6,25.6,2.89
2020-04-15,45,40.5,0.581,1.52,.0277
2020-04-15,46,104,3.16,3.71,.185
2020-04-15,47,61.4,0.333,3.87,.0159
2020-04-15,48,37.9,0.616,.601,.0293
2020-04-15,49,118,1.87,3.56,.119
2020-04-15,50,111,0.603,5.13,0
2020-04-15,51,56.9,1.11,1.56,.127
2020-04-15,52,92.7,5.97,3.89,.258
2020-04-15,53,55.6,3.22,1.51,.11
2020-04-16,1,108,4.53,4.13,.33
2020-04-16,2,1519,145,64.3,8.33
2020-04-16,3,351,14,18.5,1.03
2020-04-16,4,91.4,1.34,3.82,.0879
2020-04-16,5,50.5,1.43,1.83,.0796
2020-04-16,6,62.5,1.89,1.96,.0984
2020-04-16,7,78.4,1.9,3.44,.152
2020-04-16,8,116,5.34,3.88,.315
2020-04-16,9,214,14.3,5.85,.393
2020-04-16,10,47.1,1.62,2.4,.0951
2020-04-16,11,45,1.85,1.96,.107
2020-04-16,12,95.1,3.63,2.9,.163
2020-04-16,13,744,56.1,23.9,3.9
2020-04-16,14,508,16.7,27.2,1.61
2020-04-16,15,92,1.44,4.45,.0542
2020-04-16,16,76.7,1.33,4.26,.112
2020-04-16,17,97.6,1.71,2.87,.116
2020-04-16,18,346,19.1,13.5,1.36
2020-04-16,19,81,1.46,2.7,.0447
2020-04-16,20,161,3.52,7.65,.152
2020-04-16,21,116,1.93,4.78,.113
2020-04-16,22,46.8,0.834,2.86,.102
2020-04-16,23,196,5.9,12.7,.53
2020-04-16,24,55.1,3.2,2.57,.228
2020-04-16,25,848,20.6,49.4,1.95
2020-04-16,26,62.3,2.76,2.01,.125
2020-04-16,27,78.3,7.3,3.06,.429
2020-04-16,28,213,8.66,10.2,.491
2020-04-16,29,333,11.5,16.7,.992
2020-04-16,30,225,2.74,8.64,.123
2020-04-16,31,206,12.1,6.99,.71
2020-04-16,32,72.3,2.65,2.57,.126
2020-04-16,33,72.6,3.53,3.38,.232
2020-04-16,34,29.5,0.701,1.74,.0572
2020-04-16,35,56.6,2.06,2.46,.092
2020-04-16,36,183,6.2,8.18,.242
2020-04-16,37,54.9,1.71,2.62,.0813
2020-04-16,38,306,6.74,12.8,.615
2020-04-16,39,49.7,0.0899,2.33,.0128
2020-04-16,40,49,1.4,1.38,.05
2020-04-16,41,64,2.39,2.86,.197
2020-04-16,42,55.8,4.11,3.74,.305
2020-04-16,43,59.6,1.22,2.14,.0873
2020-04-16,44,1499,77.4,22.2,2.86
2020-04-16,45,42.1,0.581,1.55,.0277
2020-04-16,46,108,3.4,3.67,.22
2020-04-16,47,61.4,0.333,3.54,0
2020-04-16,48,38.3,0.616,.572,.0293
2020-04-16,49,120,1.87,2.37,.089
2020-04-16,50,119,1.03,5.44,.0616
2020-04-16,51,57.3,1.11,1.24,.127
2020-04-16,52,95.6,6.66,3.07,.317
2020-04-16,53,57.7,3.22,1.49,.11
2020-04-17,1,113,4.93,4.21,.361
2020-04-17,2,1571,147,62.2,7.37
2020-04-17,3,377,14.8,19.2,1
2020-04-17,4,94.6,1.42,3.63,.0818
2020-04-17,5,53.6,1.54,2.11,.0892
2020-04-17,6,64.6,2.1,1.98,.111
2020-04-17,7,83.1,2.09,3.54,.163
2020-04-17,8,121,5.47,3.74,.309
2020-04-17,9,218,14.8,4.98,.342
2020-04-17,10,55.9,1.66,3.19,.0951
2020-04-17,11,48.4,1.85,2.1,.0927
2020-04-17,12,97,3.84,2.86,.178
2020-04-17,13,757,59.7,22.1,3.56
2020-04-17,14,541,18.8,27.4,1.7
2020-04-17,15,100,1.67,5.1,.0868
2020-04-17,16,84.3,1.65,4.84,.157
2020-04-17,17,102,1.89,2.96,.142
2020-04-17,18,367,20.9,13.7,1.21
2020-04-17,19,85.3,1.57,2.97,.0597
2020-04-17,20,179,3.73,9.13,.152
2020-04-17,21,120,2.27,4.23,.113
2020-04-17,22,57.4,0.834,3.92,.0851
2020-04-17,23,215,7.08,14.2,.602
2020-04-17,24,57.5,3.44,2.64,.193
2020-04-17,25,905,23.6,48.7,2.08
2020-04-17,26,65.2,2.76,1.92,.0896
2020-04-17,27,78.3,7.83,1.96,.391
2020-04-17,28,225,9.08,10.3,.471
2020-04-17,29,351,12.2,16.5,.972
2020-04-17,30,230,2.88,7.68,.144
2020-04-17,31,213,12.7,6.62,.65
2020-04-17,32,75.7,3.24,2.25,.189
2020-04-17,33,78.2,4.87,3.76,.423
2020-04-17,34,31.1,0.701,1.72,.0286
2020-04-17,35,57.7,2.06,2.25,.0736
2020-04-17,36,191,6.96,8.32,.322
2020-04-17,37,57,1.85,2.4,.102
2020-04-17,38,325,7.18,13.3,.584
2020-04-17,39,50.9,0.27,2.25,.0385
2020-04-17,40,50.2,1.4,1.28,.025
2020-04-17,41,64.9,2.39,2.72,.171
2020-04-17,42,63.7,4.82,4.41,.384
2020-04-17,43,62.8,1.29,2.41,.0679
2020-04-17,44,1514,81.3,17.9,3.37
2020-04-17,45,44.8,0.581,1.63,.0277
2020-04-17,46,112,3.89,3.83,.301
2020-04-17,47,61.4,0.333,3.02,0
2020-04-17,48,39,0.616,.542,.0147
2020-04-17,49,123,1.87,2.28,.089
2020-04-17,50,125,1.03,5.48,.0616
2020-04-17,51,58.9,1.11,1.3,.127
2020-04-17,52,98.3,6.8,3.13,.317
2020-04-17,53,59.9,3.38,1.67,.132
2020-04-18,1,120,5.74,4.48,.443
2020-04-18,2,1620,149,58.6,6.3
2020-04-18,3,396,16.7,19.4,1.13
2020-04-18,4,98.7,1.51,3.31,.0909
2020-04-18,5,55.5,1.56,1.91,.0733
2020-04-18,6,66.3,2.13,1.93,.111
2020-04-18,7,88.2,2.28,3.66,.179
2020-04-18,8,127,5.87,3.93,.233
2020-04-18,9,225,15.2,5.08,.355
2020-04-18,10,58.5,1.81,3.56,.116
2020-04-18,11,50.1,1.9,2,.0998
2020-04-18,12,97,3.84,2.25,.163
2020-04-18,13,771,61.2,20.7,3.42
2020-04-18,14,569,21.6,27,1.91
2020-04-18,15,107,2.05,5.52,.141
2020-04-18,16,85.7,1.81,4.51,.157
2020-04-18,17,104,2.16,2.8,.154
2020-04-18,18,378,21.9,13.2,1.18
2020-04-18,19,87.2,1.57,2.92,.0298
2020-04-18,20,185,3.73,8.89,.137
2020-04-18,21,129,2.27,4.54,.113
2020-04-18,22,60.2,0.953,4.02,.102
2020-04-18,23,233,7.25,15,.505
2020-04-18,24,60.7,3.44,2.64,.176
2020-04-18,25,957,26.6,49.2,2.36
2020-04-18,26,69,2.88,2.24,.0717
2020-04-18,27,89.9,8.22,3.61,.429
2020-04-18,28,237,10.2,10.6,.55
2020-04-18,29,378,12.9,18,.891
2020-04-18,30,242,2.88,8.73,.144
2020-04-18,31,218,12.9,6.22,.559
2020-04-18,32,77.6,3.39,2.21,.21
2020-04-18,33,81.7,5.35,3.61,.368
2020-04-18,34,31.5,0.701,1.63,.0286
2020-04-18,35,58.9,2.13,1.98,.0644
2020-04-18,36,194,6.96,8.31,.322
2020-04-18,37,58.6,1.85,2.32,.102
2020-04-18,38,333,7.29,12,.552
2020-04-18,39,52.1,0.36,1.99,.0514
2020-04-18,40,52,1.4,1.33,.025
2020-04-18,41,67.9,2.45,2.63,.171
2020-04-18,42,69.1,5.45,4.64,.44
2020-04-18,43,64.1,1.29,2.38,.0388
2020-04-18,44,1526,83,15.3,3.37
2020-04-18,45,45,0.581,1.14,.0277
2020-04-18,46,118,4.21,3.93,.347
2020-04-18,47,68.8,0.333,3.97,0
2020-04-18,48,39.2,0.616,.498,.0147
2020-04-18,49,124,2.08,2.28,.119
2020-04-18,50,133,1.12,5.86,.0739
2020-04-18,51,60.2,1.11,1.11,.127
2020-04-18,52,100,6.8,2.84,.278
2020-04-18,53,62.8,3.38,1.89,.132
2020-04-19,1,123,5.98,4.48,.433
2020-04-19,2,1660,164,55.6,7.17
2020-04-19,3,413,17,18.5,1.09
2020-04-19,4,102,1.59,3.62,.094
2020-04-19,5,57.7,1.67,2,.086
2020-04-19,6,67.9,2.13,1.99,.111
2020-04-19,7,92.1,2.28,3.82,.157
2020-04-19,8,130,6.04,3.88,.233
2020-04-19,9,230,15.4,4.73,.342
2020-04-19,10,59.1,1.85,2.96,.0951
2020-04-19,11,50.7,1.95,2,.0856
2020-04-19,12,97,3.84,1.85,.148
2020-04-19,13,784,64.1,20.8,3.41
2020-04-19,14,582,23,25.8,2.14
2020-04-19,15,115,2.2,6.18,.163
2020-04-19,16,87,1.96,3.75,.179
2020-04-19,17,106,2.61,2.88,.219
2020-04-19,18,405,22.2,15,1.14
2020-04-19,19,89.2,1.57,2.77,.0298
2020-04-19,20,190,3.95,8.57,.168
2020-04-19,21,132,2.27,4.62,.0972
2020-04-19,22,63.3,0.953,4.46,.102
2020-04-19,23,235,8.59,14.1,.65
2020-04-19,24,63.2,3.44,2.46,.158
2020-04-19,25,1004,29.6,48.2,2.67
2020-04-19,26,70.4,2.88,2.26,.0717
2020-04-19,27,106,8.35,5.79,.429
2020-04-19,28,245,10.3,10.5,.57
2020-04-19,29,396,13.6,18.6,.931
2020-04-19,30,252,2.88,8.29,.144
2020-04-19,31,227,13.2,6.65,.559
2020-04-19,32,79.8,3.53,2.15,.168
2020-04-19,33,87.2,5.35,3.97,.368
2020-04-19,34,31.5,0.701,1.63,.0286
2020-04-19,35,59.6,2.19,2.01,.0736
2020-04-19,36,200,7.05,8.54,.336
2020-04-19,37,59.5,1.85,2.24,.102
2020-04-19,38,344,7.62,12.1,.578
2020-04-19,39,53.2,0.36,1.57,.0514
2020-04-19,40,52.9,1.4,1.15,.025
2020-04-19,41,70.9,2.51,2.74,.162
2020-04-19,42,73,5.92,4.14,.463
2020-04-19,43,65.2,1.29,1.95,.0291
2020-04-19,44,1538,84.3,14.6,3.44
2020-04-19,45,46.9,0.775,1.33,.0554
2020-04-19,46,119,4.29,3.63,.347
2020-04-19,47,69.2,0.333,3.6,0
2020-04-19,48,39.5,0.616,.513,0
2020-04-19,49,124,2.08,2.28,.119
2020-04-19,50,139,1.29,6.02,.0985
2020-04-19,51,60.7,1.78,.952,.222
2020-04-19,52,101,6.8,2.34,.238
2020-04-19,53,63.1,3.38,1.73,.0877
2020-04-20,1,138,6.15,6.26,.423
2020-04-20,2,1690,169,53.4,6.82
2020-04-20,3,429,17.8,18.4,1.03
2020-04-20,4,106,1.65,3.73,.097
2020-04-20,5,58.8,1.67,1.96,.0733
2020-04-20,6,69.6,2.16,2.05,.107
2020-04-20,7,95.3,2.28,3.92,.152
2020-04-20,8,132,6.04,3.49,.227
2020-04-20,9,235,16.1,4.72,.406
2020-04-20,10,59.4,1.85,2.53,.0951
2020-04-20,11,51.9,1.95,1.83,.0856
2020-04-20,12,99.7,4.36,1.9,.17
2020-04-20,13,796,65.7,18.6,3.18
2020-04-20,14,603,23.4,24.7,2.19
2020-04-20,15,115,2.66,5.4,.217
2020-04-20,16,92.2,2.04,3.57,.168
2020-04-20,17,109,2.61,3.09,.219
2020-04-20,18,423,22.4,15.5,1.14
2020-04-20,19,93.6,1.67,3.06,.0447
2020-04-20,20,196,4.05,7.74,.183
2020-04-20,21,138,2.27,4.2,.081
2020-04-20,22,64.3,1.07,4.09,.119
2020-04-20,23,255,9.1,15.5,.674
2020-04-20,24,64,3.44,2.14,.158
2020-04-20,25,1034,32.7,48.6,2.79
2020-04-20,26,72.1,2.88,2.15,.0717
2020-04-20,27,113,8.74,6.26,.391
2020-04-20,28,259,11.4,10.5,.629
2020-04-20,29,415,14.9,19.7,1.07
2020-04-20,30,252,2.88,7.53,.0823
2020-04-20,31,232,14,6.77,.574
2020-04-20,32,83.3,3.53,2.33,.168
2020-04-20,33,89.9,5.54,3.72,.396
2020-04-20,34,35.1,0.701,1.84,.0286
2020-04-20,35,60.6,2.19,1.85,.0644
2020-04-20,36,207,7.52,7.56,.376
2020-04-20,37,59.7,1.85,1.85,.102
2020-04-20,38,355,8.21,11.6,.599
2020-04-20,39,53.9,0.36,1.58,.0514
2020-04-20,40,54.8,1.75,1.3,.075
2020-04-20,41,72.5,2.51,2.61,.162
2020-04-20,42,77,6.32,4.72,.519
2020-04-20,43,66.1,1.29,1.55,.0291
2020-04-20,44,1576,86.9,18.2,3.48
2020-04-20,45,48.1,0.775,1.33,.0554
2020-04-20,46,128,4.45,4.4,.359
2020-04-20,47,71.4,0.333,3,0
2020-04-20,48,39.5,0.616,.484,0
2020-04-20,49,128,2.49,2.28,.089
2020-04-20,50,144,1.29,6.33,.0985
2020-04-20,51,62.4,1.78,.952,.222
2020-04-20,52,102,6.94,1.84,.218
2020-04-20,53,64.8,3.38,1.86,.0877
2020-04-21,1,151,6.6,7.25,.431
2020-04-21,2,1722,174,51.3,6.26
2020-04-21,3,450,19.5,19,1.18
2020-04-21,4,109,1.68,3.75,.0818
2020-04-21,5,61,1.87,2.17,.0955
2020-04-21,6,72.9,2.61,2.16,.145
2020-04-21,7,98.7,2.43,3.93,.119
2020-04-21,8,137,6.22,3.72,.221
2020-04-21,9,239,16.6,4.81,.438
2020-04-21,10,63.4,2,2.75,.0883
2020-04-21,11,53.9,1.95,1.96,.0428
2020-04-21,12,101,4.62,2.07,.207
2020-04-21,13,816,73.2,16.8,3.76
2020-04-21,14,633,24.9,26.1,1.7
2020-04-21,15,118,2.81,5.47,.206
2020-04-21,16,96.8,2.12,3.73,.146
2020-04-21,17,112,2.88,3.24,.219
2020-04-21,18,436,23.9,16.6,1.07
2020-04-21,19,94.9,1.77,2.85,.0447
2020-04-21,20,200,4.16,7.84,.198
2020-04-21,21,140,2.27,3.95,.081
2020-04-21,22,69.9,1.07,4.1,.0851
2020-04-21,23,261,9.94,14.1,.722
2020-04-21,24,66.7,3.57,2.14,.158
2020-04-21,25,1078,35.5,49.7,2.93
2020-04-21,26,74,3.01,2.08,.0896
2020-04-21,27,121,9.13,6.56,.391
2020-04-21,28,276,12.5,11.8,.688
2020-04-21,29,439,15.9,21.1,.911
2020-04-21,30,279,3.17,9.86,.0823
2020-04-21,31,236,14.7,6.63,.574
2020-04-21,32,86.1,4.27,2.55,.252
2020-04-21,33,92,6.21,3.79,.45
2020-04-21,34,37.1,0.701,2.13,.0286
2020-04-21,35,61.5,2.26,1.27,.0644
2020-04-21,36,207,7.8,5.29,.309
